MC_name,Bin_code,MC_low,MC_high,Bin_low,Bin_high
JOINT-STOCK COMPANY RUSSIAN REGIONAL DEVELOPMENT BANK (RRDB),vbrr,5155416800000000000,5155416899999999999,5155416800000000000,5155416899999999999
"JOINT-STOCK ""HALYK SAVINGS BANK OF KAZAKHSTAN""",joint_stock_bank_kazkommertsbank,5155418200000000000,5155418299999999999,5155418200000000000,5155418299999999999
"PJSC ""MTS BANK""",mts_bank,5155442800000000000,5155442899999999999,5155442800000000000,5155442899999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5155446300000000000,5155446399999999999,5155446300000000000,5155446399999999999
JSC EURASIAN BANK,jsc_eurasian_bank,5155450200000000000,5155450299999999999,5155450200000000000,5155450299999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5155456900000000000,5155456999999999999,5155456900000000000,5155456999999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",joint_stock_company_finam_investment_bank,5155460300000000000,5155460399999999999,5155460300000000000,5155460399999999999
PJSC ROSBANK,sdm,5155460800000000000,5155460899999999999,5155460800000000000,5155460899999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5155462300000000000,5155462399999999999,5155462300000000000,5155462399999999999
ARAB BANK PLC,credit_union_payment_center,5155470500000000000,5155470599999999999,5155470500000000000,5155470599999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5155471400000000000,5155471499999999999,5155471400000000000,5155471499999999999
JOINT-STOCK COMPANY RUSSIAN REGIONAL DEVELOPMENT BANK (RRDB),vbrr,5155472200000000000,5155472299999999999,5155472200000000000,5155472299999999999
"SUBSIDIARY BANK ""SBERBANK OF RUSSIA"" JOINT STOCK COMPANY",sberbank_kz,5155479800000000000,5155479899999999999,5155479800000000000,5155479899999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5155480200000000000,5155480299999999999,5155480200000000000,5155480299999999999
SBERBANK OF RUSSIA,sber,5155480600000000000,5155480699999999999,5155480600000000000,5155480699999999999
BELGAZPROMBANK,belgazprombank,5155481200000000000,5155481299999999999,5155481200000000000,5155481299999999999
SBERBANK OF RUSSIA,sber,5155481800000000000,5155481899999999999,5155481800000000000,5155481899999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",expobank,5155482000000000000,5155482099999999999,5155482000000000000,5155482099999999999
SBERBANK OF RUSSIA,sber,5155482400000000000,5155482499999999999,5155482400000000000,5155482499999999999
SBERBANK OF RUSSIA,sber,5155482700000000000,5155482799999999999,5155482700000000000,5155482799999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5155483100000000000,5155483199999999999,5155483100000000000,5155483199999999999
PJSC ROSBANK,rosbank,5155483200000000000,5155483299999999999,5155483200000000000,5155483299999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5155483800000000000,5155483899999999999,5155483800000000000,5155483899999999999
PJSC ROSBANK,rosbank,5155484200000000000,5155484299999999999,5155484200000000000,5155484299999999999
SBERBANK OF RUSSIA,sber,5155484300000000000,5155484399999999999,5155484300000000000,5155484399999999999
SBERBANK OF RUSSIA,sber,5155484500000000000,5155484599999999999,5155484500000000000,5155484599999999999
TINKOFF BANK,tinkoff,5155484900000000000,5155484999999999999,5155484900000000000,5155484999999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5155485200000000000,5155485299999999999,5155485200000000000,5155485299999999999
PJSC ROSBANK,rosbank,5155485500000000000,5155485599999999999,5155485500000000000,5155485599999999999
SBERBANK OF RUSSIA,sber,5155485700000000000,5155485799999999999,5155485700000000000,5155485799999999999
PJSC ROSBANK,rosbank,5155486200000000000,5155486299999999999,5155486200000000000,5155486299999999999
SBERBANK OF RUSSIA,sber,5155486900000000000,5155486999999999999,5155486900000000000,5155486999999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5155487000000000000,5155487099999999999,5155487000000000000,5155487099999999999
"""YOOMONEY"", NBCO LLC",,5155487500000000000,5155487599999999999,5155487500000000000,5155487599999999999
JS CB OF SUPPORT TO COMMERCE AND BUSINESS SKB-BANK,skb,5155487900000000000,5155487999999999999,5155487900000000000,5155487999999999999
TINKOFF BANK,tinkoff,5155488100000000000,5155488199999999999,5155488100000000000,5155488199999999999
TINKOFF BANK,tinkoff,5155488200000000000,5155488299999999999,5155488200000000000,5155488299999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",expobank,5155488600000000000,5155488699999999999,5155488600000000000,5155488699999999999
SBERBANK OF RUSSIA,sber,5155489100000000000,5155489199999999999,5155489100000000000,5155489299999999999
SBERBANK OF RUSSIA,sber,5155489100000000000,5155489199999999999,5155489100000000000,5155489199999999999
SBERBANK OF RUSSIA,sber,5155489200000000000,5155489299999999999,5155489200000000000,5155489299999999999
"""BANK ""SAINT PETERSBURG"" PUBLIC JOINT-STOCK COMPANY",sankt_peterburg,5155520000000000000,5155520099999999999,5155520000000000000,5155520099999999999
"JOINT STOCK COMPANY ""BANK CENTERCREDIT""",bank_center_credit,5155524700000000000,5155524799999999999,5155524700000000000,5155524799999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5155527500000000000,5155527599999999999,5155527500000000000,5155527599999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5155529000000000000,5155529099999999999,5155529000000000000,5155529099999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5155870000000000000,5155879999999999999,5155870000000000000,5155879999999999999
PJSC ROSBANK,rosbank,5156050000000000000,5156059999999999999,5156050000000000000,5156059999999999999
Subsidiary Bank Sberbank of Russia Joint Stock Company,sberbank_kz,5156270000000000000,5156279999999999999,5156270000000000000,5156279999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5157330000000000000,5157330999999999999,5157330000000000000,5157330999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5157331000000000000,5157335999999999999,5157331000000000000,5157335999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5157336000000000000,5157339999999999999,5157336000000000000,5157339999999999999
JSC Altyn Bank,altyn_bank,5157390000000000000,5157390000999999999,5157390000000000000,5157390000999999999
Public Joint Stock Company Bank Uralsib,uralsib,5157920000000000000,5157929999999999999,5157920000000000000,5157929999999999999
Armenian Card CJSC,armswissbank_closed_joint_stock_company,5158040000000000000,5158049999999999999,5158040000000000000,5158049999999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5158050000000000000,5158059999999999999,5158050000000000000,5158059999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5158410000000000000,5158419999999999999,5158410000000000000,5158419999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,binbank,5158530000000000000,5158539999999999999,5158530000000000000,5158539999999999999
Joint Stock Company Commercial Bank Citibank,citibank,5158540000000000000,5158549999999999999,5158540000000000000,5158549999999999999
AO Raiffeisenbank,raiffeisen,5158760000000000000,5158763999999999999,5158760000000000000,5158769999999999999
AO Raiffeisenbank,raiffeisen,5158760000000000000,5158763999999999999,5158760000000000000,5158763999999999999
AO Raiffeisenbank,raiffeisen,5158764000000000000,5158764999999999999,5158764000000000000,5158764999999999999
AO Raiffeisenbank,raiffeisen,5158765000000000000,5158765999999999999,5158765000000000000,5158765999999999999
AO Raiffeisenbank,raiffeisen,5158766000000000000,5158766009999999999,5158766000000000000,5158766009999999999
AO Raiffeisenbank,raiffeisen,5158766010000000000,5158766019999999999,5158766010000000000,5158766019999999999
AO Raiffeisenbank,raiffeisen,5158766020000000000,5158769999999999999,5158766020000000000,5158769999999999999
VTB Bank (Public Joint-Stock Company),vtb,5158930000000000000,5158939999999999999,5158930000000000000,5158939999999999999
Credit Union Payment Center (Limited Liability Company),investment_bank_vesta_llc,5158990000000000000,5158999999999999999,5158990000000000000,5158999999999999999
Joint Stock Company OTP Bank,otp_bank,5160090000000000000,5160099999999999999,5160090000000000000,5160099999999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5160250000000000000,5160259999999999999,5160250000000000000,5160259999999999999
Belvnesheconombank,belvnesheconom,5160520000000000000,5160521002999999999,5160521002500000000,5160521004499999999
Belvnesheconombank,belvnesheconom,5160521002000000000,5160521004999999999,5160521004500000000,5160521006499999999
Belvnesheconombank,belvnesheconom,5160521004000000000,5160521006999999999,5160521006500000000,5160529999999999999
"Citizens Bank, N.A.",,5160840000000000000,5160849999999999999,5160840000000000000,5160849999999999999
Armenian Card CJSC,prometey_bank_limited_liability_company,5160880000000000000,5160889999999999999,5160880000000000000,5160889999999999999
Commercial Bank Renaissance Credit (Limited liability company),renaissance_credit,5161160000000000000,5161169999999999999,5161160000000000000,5161169999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5161320000000000000,5161329999999999999,5161320000000000000,5161329999999999999
Commercial Bank Renaissance Credit (Limited liability company),renaissance_credit,5161500000000000000,5161509999999999999,5161500000000000000,5161509999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5161610000000000000,5161619999999999999,5161610000000000000,5161619999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5162060000000000000,5162069999999999999,5162060000000000000,5162069999999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5162950000000000000,5162950099999999999,5162950000000000000,5162950099999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5162950100000000000,5162959999999999999,5162950100000000000,5162959999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5163540000000000000,5163549999999999999,5163540000000000000,5163549999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5163560000000000000,5163569999999999999,5163560000000000000,5163569999999999999
NU PAGAMENTOS SA,tinkoff,5163620000000000000,5163620099999999999,5163620000000000000,5163629999999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5163621000000000000,5163621099999999999,5163621000000000000,5163621099999999999
TINKOFF BANK,tinkoff,5163621800000000000,5163621899999999999,5163621800000000000,5163621899999999999
CREDIT URAL BANK,credit_ural_bank,5163622200000000000,5163622299999999999,5163622200000000000,5163622299999999999
SBER BANK OJSC,,5163636300000000000,5163636399999999999,5163636300000000000,5163636399999999999
JSC FORTEBANK,jsc_fortebank,5163638700000000000,5163638799999999999,5163638700000000000,5163638799999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5163870000000000000,5163872719999999999,5163870000000000000,5163872719999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5163872720000000000,5163872729999999999,5163872720000000000,5163872729999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5163872730000000000,5163879999999999999,5163872730000000000,5163879999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5164450000000000000,5164459999999999999,5164450000000000000,5164459999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5164730000000000000,5164739999999999999,5164730000000000000,5164739999999999999
Credit Union Payment Center (Limited Liability Company),ikano_bank_llc,5164820000000000000,5164829999999999999,5164820000000000000,5164829999999999999
Credit Union Payment Center (Limited Liability Company),,5165180000000000000,5165189999999999999,5165180000000000000,5165189999999999999
VTB Bank (Public Joint-Stock Company),vtb,5165700000000000000,5165709999999999999,5165700000000000000,5165709999999999999
VTB Bank (Public Joint-Stock Company),vtb,5165870000000000000,5165879999999999999,5165870000000000000,5165879999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5166460000000000000,5166469999999999999,5166460000000000000,5166469999999999999
PJSC ROSBANK,credit_ural_bank,5166580000000000000,5166589989999999999,5166580000000000000,5166589989999999999
PJSC ROSBANK,credit_ural_bank,5166589990000000000,5166589999999999999,5166589990000000000,5166589999999999999
JSC Altyn Bank,altyn_bank,5167300000000000000,5167309999999999999,5167300000000000000,5167309999999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5167642800000000000,5167642899999999999,5167642800000000000,5167642899999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5167643800000000000,5167643899999999999,5167643800000000000,5167643899999999999
"SUBSIDIARY BANK ""SBERBANK OF RUSSIA"" JOINT STOCK COMPANY",sberbank_kz,5167791300000000000,5167791399999999999,5167791300000000000,5167791399999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5167799900000000000,5167799999999999999,5167799900000000000,5167799999999999999
"""FIRST HEARTLAND JUSAN BANK"" JOINT STOCK COMPANY",jusan,5167972900000000000,5167972999999999999,5167972900000000000,5167972999999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5168791600000000000,5168791699999999999,5168791600000000000,5168791699999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5168792800000000000,5168792899999999999,5168792800000000000,5168792899999999999
JSC ALTYN BANK,altyn_bank,5168825400000000000,5168825499999999999,5168825400000000000,5168825499999999999
JSC Kaspi Bank,kaspi_bank_jsc,5169490000000000000,5169492999999999999,5169490000000000000,5169492999999999999
JSC Kaspi Bank,kaspi_bank_jsc,5169493000000000000,5169496999999999999,5169493000000000000,5169496999999999999
JSC Kaspi Bank,kaspi_bank_jsc,5169497000000000000,5169497999999999999,5169497000000000000,5169497999999999999
JSC Kaspi Bank,kaspi_bank_jsc,5169498000000000000,5169499999999999999,5169498000000000000,5169499999999999999
Joint Stock Company OTP Bank,otp_bank,5172020000000000000,5172029999999999999,5172020000000000000,5172029999999999999
JSC Altyn Bank,altyn_bank,5173270000000000000,5173279999999999999,5173270000000000000,5173279999999999999
First Heartland Jusan Bank Joint Stock Company,jusan,5173310000000000000,5173319999999999999,5173310000000000000,5173319999999999999
PJSC Orient Finans,OrientFinans,5173790000000000000,5173799999999999999,5173790000000000000,5173799999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5173970000000000000,5173979999999999999,5173970000000000000,5173979999999999999
PJSC Orient Finans,OrientFinans,5174250020000000000,5174250039999999999,5174250020000000000,5174250039999999999
PJSC Orient Finans,OrientFinans,5174250050000000000,5174250069999999999,5174250050000000000,5174250069999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5175110000000000000,5175110634999999999,5175110000000000000,5175110634999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5175110635000000000,5175110638999999999,5175110635000000000,5175110638999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5175110639000000000,5175119999999999999,5175110639000000000,5175119999999999999
PJSC ROSBANK,rosbank,5175830000000000000,5175839999999999999,5175830000000000000,5175839999999999999
Armbusinessbank Closed Joint Stock Company,armbusinessbank_cjsc,5175960000000000000,5175960099999999999,5175960000000000000,5175969999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5177180000000000000,5177189999999999999,5177180000000000000,5177189999999999999
CJSC Kyrgyz Investment and Credit Bank,KICB,5178140007000000000,5178140007999999999,5178140007000000000,5178140007999999999
Uzbek Industrial and Construction Bank JSCB,,5179111100000000000,5179111109999999999,5179111100000000000,5179111109999999999
PJSC MTS Bank,mts_bank,5179550000000000000,5179559999999999999,5179550000000000000,5179559999999999999
PJSC Orient Finans,OrientFinans,5179860000000000000,5179869999999999999,5179860000000000000,5179869999999999999
"JOINT STOCK COMPANY ""BANK CENTERCREDIT""",bank_center_credit,5180220100000000000,5180220199999999999,5180220100000000000,5180220199999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5180221200000000000,5180221299999999999,5180221200000000000,5180221299999999999
